value_en	description_en	codesystem	code	description_code
Mozambique 	Mozambique 	snomedCT	SNOMEDCT:315484006	Born in Mozambique (finding)
Chad 	Chad 	snomedCT	SNOMEDCT:315401001	Born in Chad (finding)
Armenia 	Armenia 	snomedCT	SNOMEDCT:315373000	Born in Armenia (finding)
Botswana 	Botswana 	snomedCT	SNOMEDCT:315388005	Born in Botswana (finding)
Bulgaria 	Bulgaria 	snomedCT	SNOMEDCT:315392003	Born in Bulgaria (finding)
Ghana 	Ghana 	snomedCT	SNOMEDCT:315432000	Born in Ghana (finding)
Barbados 	Barbados 	snomedCT	SNOMEDCT:315380003	Born in Barbados (finding)
Chechnya 	Chechnya 	snomedCT	SNOMEDCT:315402008	Born in Chechnya (finding)
Slovakia 	Slovakia 	snomedCT	SNOMEDCT:315520001	Born in Slovakia (finding)
Mauritania 	Mauritania 	snomedCT	SNOMEDCT:315477003	Born in Mauritania (finding)
Andorra 	Andorra 	snomedCT	SNOMEDCT:315368006	Born in Andorra (finding)
Ireland 	Ireland 	snomedCT	SNOMEDCT:315448004	Born in Ireland (finding)
Republic of Ireland 	Republic of Ireland 	snomedCT	SNOMEDCT:315507004	Born in Republic of Ireland (finding)
Italy 	Italy 	snomedCT	SNOMEDCT:315450007	Born in Italy (finding)
Thailand 	Thailand 	snomedCT	SNOMEDCT:315540008	Born in Thailand (finding)
India 	India 	snomedCT	SNOMEDCT:315444002	Born in India (finding)
Tajikistan 	Tajikistan 	snomedCT	SNOMEDCT:315538003	Born in Tajikistan (finding)
Pakistan 	Pakistan 	snomedCT	SNOMEDCT:315496004	Born in Pakistan (finding)
Palestine 	Palestine 	snomedCT	SNOMEDCT:315497008	Born in Palestine (finding)
Swaziland 	Swaziland 	snomedCT	SNOMEDCT:315533007	Born in Swaziland (finding)
Ethiopia 	Ethiopia 	snomedCT	SNOMEDCT:315424008	Born in Ethiopia (finding)
Yugoslavia 	Yugoslavia 	snomedCT	SNOMEDCT:315562008	Born in Yugoslavia (finding)
Portugal 	Portugal 	snomedCT	SNOMEDCT:315504006	Born in Portugal (finding)
Togo 	Togo 	snomedCT	SNOMEDCT:315543005	Born in Togo (finding)
Japan 	Japan 	snomedCT	SNOMEDCT:315453009	Born in Japan (finding)
Gambia 	Gambia 	snomedCT	SNOMEDCT:315429003	Born in Gambia (finding)
Guinea Republic 	Guinea Republic 	snomedCT	SNOMEDCT:315437006	Born in Guinea Republic (finding)
Iraq 	Iraq 	snomedCT	SNOMEDCT:315447009	Born in Iraq (finding)
Vanuatu 	Vanuatu 	snomedCT	SNOMEDCT:315556003	Born in Vanuatu (finding)
Bolivia 	Bolivia 	snomedCT	SNOMEDCT:315386009	Born in Bolivia (finding)
Cape Verde Islands 	Cape Verde Islands 	snomedCT	SNOMEDCT:315399007	Born in Cape Verde Islands (finding)
Lesotho 	Lesotho 	snomedCT	SNOMEDCT:315464007	Born in Lesotho (finding)
Dominican Republic 	Dominican Republic 	snomedCT	SNOMEDCT:315416003	Born in Dominican Republic (finding)
Sao Tome and Principe 	Sao Tome and Principe 	snomedCT	SNOMEDCT:315513008	Born in Sao Tome and Principe (finding)
Monaco 	Monaco 	snomedCT	SNOMEDCT:315481003	Born in Monaco (finding)
Slovenia 	Slovenia 	snomedCT	SNOMEDCT:315521002	Born in Slovenia (finding)
East Timor 	East Timor 	snomedCT	SNOMEDCT:315417007	Born in East Timor (finding)
France 	France 	snomedCT	SNOMEDCT:315427001	Born in France (finding)
Mexico 	Mexico 	snomedCT	SNOMEDCT:315479000	Born in Mexico (finding)
Brazil 	Brazil 	snomedCT	SNOMEDCT:315389002	Born in Brazil (finding)
Cambodia 	Cambodia 	snomedCT	SNOMEDCT:315396000	Born in Cambodia (finding)
Solomon Islands 	Solomon Islands 	snomedCT	SNOMEDCT:315522009	Born in Solomon Islands (finding)
Ukraine 	Ukraine 	snomedCT	SNOMEDCT:315552001	Born in Ukraine (finding)
Brunei 	Brunei 	snomedCT	SNOMEDCT:315391005	Born in Brunei (finding)
Liechtenstein 	Liechtenstein 	snomedCT	SNOMEDCT:315467000	Born in Liechtenstein (finding)
